,user_names,user_levels,user_stars,omments,create_times,order_infos
641,r***3,PLUS会员,5,"外形外观：外观都很好，包装无破损，京东物流给力！
屏幕音效：眼睛看着没有不适感，
拍照效果：挺好用的，夜晚可以拍月亮，自动光补偿
运行速度：很快，除了偶尔杀后台
待机时间：2天差不多充电一次
其他特色：正品保证送货超快，价格合适！冲",2022-10-02 12:25,紫色128GB
642,M***0,PLUS会员,5,夜问模式曝光速度提升两倍。完，这款新出的苹果手机质量很好，系统流畅，信号稳定，手感很好，磨砂的外壳手感挺好的，金属的边框坚硬结实，屏幕分辨率比较高，拍照清楚，品示艳丽，外观新颖，质量可靠，很快就收到了。，日常完全够用！手机。细节提升明显，灵动岛算是目前无聊的手机市场里面一个有趣的插曲。，性能已然过剩。,2022-10-02 12:25,紫色128GB
643,让***儿,PLUS会员,5,"外形外观：直角边框很舒服
屏幕音效：声音屏幕都很不错
拍照效果：祖传1200W
运行速度：6G运行了
待机时间：比之前一等一小时左右还可以
其他特色：也就舒服",2022-10-02 12:25,紫色128GB
644,****b,PLUS会员,5,"手机只在京东购买只相信京东。
外形外观：漂亮
屏幕音效：清晰效果一流
拍照效果：对焦速度快。
运行速度：运行速度快
待机时间：中度使用一天多
其他特色：完美",2022-10-02 12:25,紫色128GB
645,嚭***b,PLUS会员,5,"外形外观：很好看，但跟十三没什么差别
屏幕音效：很好
拍照效果：很好
运行速度：很流畅
待机时间：一天没什么问题",2022-10-02 12:25,紫色128GB
646,陈***1,PLUS会员,5,"星光色；前置采用新的原深感镜头，1.9& mu : m 像素，支持行业自动对焦，即使在低亮度环境下也能实现较快的对焦速度，后置依1日依1日采用1200万像素广角／超广角双摄配置，全新的1200万像素主摄像头，传感器更大，单位像索达到1.9& mu ; m , F /1.5光圈，传感器位移 OIS ，低光捕获提高了49%。夜问模式曝光速度提升两倍。视频新增运动防抖模动态拍摄更加稳定。用了快半月，没有出现起热，卡顿的现规范对于我不玩游戏的人来说，14挺好的，刚开始买的时候看见评论，各种担心，用了一段时间后感觉很不错，屏幕非常细腻，很好，看上去非常舒服，比一般手机强多了，音效挡士墙是也很高，听歌很舒适，值得推荐。早买",2022-10-02 12:25,紫色128GB
647,上***6,,5,"外形外观：外观跟13没啥大区别，都差不多
屏幕音效：阔以哦，音质不出
拍照效果：好，很清晰
运行速度：比13多2G运存，还是有提升",2022-10-02 12:25,紫色128GB
648,新***G,PLUS会员,5,"外形外观：一如既往的好，苹果手机堪称完美，非常的经典大气
屏幕音效：音质非常的好，堪称完美
拍照效果：拍照也很好，很清晰
运行速度：运行速度很快，大内存
待机时间：待机时间：待机时间很长， 一天一冲",2022-10-02 12:25,紫色128GB
649,Y***Y,,5,"外形外观：外观还是采用经典的设计
屏幕音效：屏幕很好，音质也非常不错
拍照效果：拍照效果不错
运行速度：运行很流畅，无卡顿
待机时间：续航时间长",2022-10-02 12:25,紫色128GB
650,无***逸,PLUS会员,5,"一如既往的好，信赖京东！
外形外观：漂亮，做工精细！
屏幕音效：屏幕素质优秀，音质尚可
拍照效果：无敌的存在
运行速度：一如既往的流畅
待机时间：尚可接受",2022-09-17 19:28,紫色128GB
651,l***5,,5,"外形外观：很漂亮，淡淡的紫色，是我喜欢的颜色
屏幕音效：音效很好，声音很大又清晰
其他特色：大小很适合，不会太重，操作也比较方便",2022-09-17 19:28,紫色128GB
652,Z***东,PLUS会员,5,"手机很不错，比较薄，也比较轻，手感非常好。
第一次用ios系统，还在摸索中，功能强大，但是交互感觉不如安卓方便！返回上一级非常的不方便。
外形外观：第一眼也觉得很好看！
拍照效果：非常好，比我4800万像素的拍来看着好。",2022-09-17 19:28,紫色128GB
653,晶***雪,PLUS会员,5,"外形外观：是我喜欢的比较直的外形
屏幕音效：不错
拍照效果：非常好，有微单效果
运行速度：特别好
待机时间：超级长，充电一次够玩一天的
颜色有13的苍岭绿就好了，可能是新机器的原因，电池特别抗用，这是我最喜欢的一点",2022-09-17 19:28,紫色128GB
654,鱼***儿,,3,都说好 除了拍照就其他还行吧,2022-09-17 19:28,紫色128GB
655,c***l,PLUS会员,5,真的非常喜欢这个手机。外观很好看，手感拿着很有质感，屏幕看着非常好，拍照效果很不错，像素高了，新机拍照片怎么都好看。5G高速运行，超长待机一整天。,2022-09-17 19:28,紫色128GB
656,w***u,PLUS会员,5,"1、苹果14，这个蓝色格外好看，非常透亮，完美贴合，设计比之前更好了
2、手感很出色，比苹果13更加的轻薄，外放音质尚佳
3、暂未充电，续航能力85分，暂未充电未知快充的速度
4、屏幕反应灵敏，系统优化不错
5、这个是更换的，之前到货的新机，激活后发现无蜂窝数据，WIFI连接的信号也不好，果断换货了，京东的服务值得称赞
6、官方输出有误，不专业哈，可以支持双电信卡双待。",2022-09-17 19:28,紫色128GB
657,魔***分,PLUS会员,5,"外形外观：苹果手机就是好看，摸起来手感特别到位，让人感觉到很贴手，舒服
屏幕音效：音效很好，喇叭放出来的声音同等档次手机做不了
拍照效果：效果刚刚的，苹果拍照",2022-09-17 19:28,紫色128GB
658,停***晚,PLUS会员,5,"双十一价格太给力了，把14pro退了换14
外形外观：没有瑕疵，安全下车
屏幕音效：外放效果给力，临场感很强
拍照效果：old的屏幕黑色纯黑，本人影视工作者，临场能当个小监用
运行速度：很流畅，第一次在b站播放杜比视界的时候卡住了，之后再没有问题",2022-09-17 19:28,紫色128GB
659,****2,PLUS会员,5,"外形外观：颜色鲜艳美观
屏幕音效：亮度高音效真
拍照效果：电影模式很清晰
运行速度：快
待机时间：长",2022-09-17 19:28,紫色128GB
660,B***晟,PLUS会员,5,"外形外观：外观好看。背面辨识度很高
屏幕音效：色彩均匀，护眼模式也很舒服
拍照效果：照片逼真，雾化不严重
运行速度：A16的新品，贼拉快",2022-11-17 23:26,星光色128GB
661,听***话,PLUS会员,5,"外形外观：好，颜色很好看
屏幕音效：好，声音很大
拍照效果：好，拍照很清晰
运行速度：好，非常快
待机时间：好，非常长
其他特色：好",2022-11-17 23:26,星光色128GB
662,****N,PLUS会员,5,屏幕显示细腻，给人很舒服的感觉，而且相机夜景提升很大，拍出来的效果堪比佳能相机。之前的手机内存不够了，这次趁着活动购买的，直接卖的是256G的，这下就不怕内存不足了，性价比比较高。待时间不用可以一天时间，刷视频就不行，不过充电时间快，还是非常喜欢这个手机的。而且色彩的优化升级很好，百搭的白色款式。特意使用了半个月，体验感非常好，有经典一代的感觉。,2022-11-17 23:26,星光色128GB
663,****8,PLUS会员,5,"外形外观：外形设计非常好看
屏幕音效：优美动听
运行速度：快捷灵活
拍照效果：清晰逼真
待机时间：长",2022-11-17 23:26,星光色128GB
664,祇***醉,PLUS会员,5,"外形外观：尺寸大小合适，手感非常好，握着很舒服。紫色外观非常漂亮，整体外观设计还是非常好的。
屏幕音效：试听了下音乐，声音很清晰纯粹。
运行速度：运行速度是杠杠的，毕竟是最新款",2022-11-17 23:26,星光色128GB
665,迷***车,,5,"外形外观：颜色很漂亮！
屏幕音效：音效很棒！
拍照效果：拍照非常清晰！
运行速度：使用十分顺滑！
待机时间：待机时间很不错！
打游戏也十分顺滑手感很棒",2022-11-17 23:26,星光色128GB
666,豆***2,PLUS会员,5,"非常满意哈哈
外形外观：漂亮大气上档次，
屏幕音效：清晰拿着大小正好。
拍照效果：非常清晰。
运行速度：非常快，一点也不卡。果然不一样。",2022-11-17 23:26,星光色128GB
667,请***车,PLUS会员,5,"外形外观：外观看上去很不错，握在手中也很舒服
屏幕音效：音质音效很强大
拍照效果：苹果原相机，懂得都懂
运行速度：运行很流畅，很丝滑",2022-11-17 23:26,星光色128GB
668,佬***猫,PLUS会员,5,"外形外观：小巧适中，当备用机够用了
屏幕音效：很好
拍照效果：符合预期
运行速度：很快
待机时间：大约一天",2022-11-17 23:26,星光色128GB
669,****o,PLUS会员,5,"外形外观：这颜色好看，是我喜欢的类型
屏幕音效：音质很给力很给力，音质很好，很满意。
拍照效果：非常清晰，质量也不错，值得购买。
运行速度：非常快，质量不错，物流也很快，非常满意。",2022-11-17 23:26,星光色128GB
670,我***啊,PLUS会员,5,"外形外观：紫色永远的神
屏幕音效：音效很好，听起来很舒服
运行速度：满血A15，性能强大
其他特色：紫色真的太好看了，有点粉粉的感觉，手感贼棒！",2022-11-09 22:41,紫色128GB
671,橘***子,,5,"外形外观：外观非常棒，效果明显
屏幕音效：显示效果非常好，
拍照效果：拍照效果非常好?
运行速度：运行速度非常快。
待机时间：待机时间长，",2022-11-09 22:41,紫色128GB
672,m***7,PLUS会员,5,"不错，拍摄方面，前置采用新的原深感镜头，
1.9um像素，支持自动对焦，即使在低亮度环境下也能实现较快的对焦 速度，后置依旧依旧采用1200万像素广角/超广角双摄配置，全新的1200万像素主摄像头，传感器更大，单位像素达到1.9um，F/1.5光圈，传感器位移01S，低光捕获提高了49%。夜间模式曝光速度提升两倍。视频新增运动防抖模式，动态拍摄更加稳定。续航能力很好，拍照效果很清晰，运行速度很畅快，非常不错。双十一优惠力度大。",2022-11-09 22:41,紫色128GB
673,白***菜,PLUS会员,5,"是我喜欢的淡紫色，拿在手里很轻便
拍照效果：很不错
外形外观：爱啦爱啦
屏幕音效：闪闪发光
运行速度：超级快
待机时间：打王者完全没问题",2022-11-09 22:41,紫色128GB
674,東***牙,PLUS会员,5,"外形外观：简洁
屏幕音效：通透
拍照效果：真实
运行速度：流畅
待机时间：一天两充
其他特色：256G，可以放肆下软件了",2022-11-09 22:41,紫色128GB
675,我***-,PLUS会员,5,"星光色真的太好看了，在网上看了很久，终于等到搞活动了，13的价位买到14.简直不要太划算
外形外观：星光色经典耐看，手感很舒服
屏幕音效：音效收听还不错
拍照效果：新加的影院效果太赞了，适合拍大片
运行速度：运行流畅",2022-11-09 22:41,紫色128GB
676,****O,PLUS会员,5,"外形外观：外观设计沿用前一代的外观，还是不错的
屏幕音效：屏幕清晰音效增强
拍照效果：拍照效果较前一代有很大的提升
运行速度：运行速度也有了进一步的加强
待机时间：待机时间还没使用不知道
其他特色：白色很漂亮我很喜欢",2022-11-09 22:41,紫色128GB
677,小***1,PLUS会员,5,"外形外观：外观精美，无可挑剔。
屏幕音效：音效还是不错的？
拍照效果：很好，夜光模式也不错的
运行速度：很快的
待机时间：大概一天时间吧，还可以",2022-11-09 22:41,紫色128GB
678,****t,PLUS会员,5,"屏幕音效：屏幕很大，音效不错
拍照效果：拍照很不错
运行速度：运行速度很不错
待机时间：待机时间很长
其他特色：手机很新很不错
外形外观：外形很好看外观很不错",2022-11-09 22:41,紫色128GB
679,昕***曦,PLUS会员,5,我买的是128GB的，手机背面看上去非常时尚大气。外观看上去很上档次，方正的外观设计给人感觉非常稳重，很经典的设计。省电提升，还有对5G网络的优化，而且还有20W的快充设计，被称为最强的手机。14的拍照也提升了，拍照很清晰，能够满足日常使用，新加的拍视频电影效果很不错。而且手机的待机时间也提升了，音效也很好，运行速度非常快。各方面都挺好的。,2022-11-09 22:41,紫色128GB
680,1***8,PLUS会员,5,"物流超快，颜值超高，手感超好，散热很快，价格优惠
外形外观：很高级很好看
拍照效果：清晰
运行速度：流畅不卡顿
屏幕音效：音质特别特别好",2022-11-05 09:10,星光色128GB
681,c***0,PLUS会员,5,"外形外观：外观设计理念一如既往的齐刘海造型。。。。。
屏幕音效：好的。。。。
拍照效果：比现在用的11因是有大的提升
运行速度：快好多了。。。。
待机时间：新机快快快了。。。。。。
其他特色：就喜欢果家的设计和iOS 系统的流畅度",2022-11-05 09:10,星光色128GB
682,H***Y,,5,"运行速度：丝滑
待机时间：解决了电量焦虑
拍照效果：真实
屏幕音效：音效特别好
外形外观：外形好看",2022-11-05 09:10,星光色128GB
683,****9,PLUS会员,5,"iPhone不用多说好吧，性能倍儿棒，上手体验完美
屏幕音效：屏幕显示清晰，分辨率高
运行速度：贼流畅
拍照效果：iPhone的成像效果我吹爆",2022-11-05 09:10,星光色128GB
684,传***红,PLUS会员,5,"拍照清晰续航很好运行畅快
早买早享受!14拍照真的很好看!比13强太多啦，拍视频也绝绝子!很喜欢紫色!而且电池的使用时间也比之前的机型要棒很多!屏幕还是很清晰的，也很清澈，哪里也很方便，听音乐也可以。",2022-11-05 09:10,星光色128GB
685,康***熙,PLUS会员,5,"看了很久早就想买，非常满意，推荐入手
外形外观：比苹果13有很大区别的
屏幕音效：非常舒适感
拍照效果：十分清晰
运行速度：非常快速
待机时间：越长超长",2022-11-05 09:10,星光色128GB
686,快***生,PLUS会员,5,"外形外观：跟酷炫，在以往的基础上，优化了细节
运行速度：运行速度更是有了质的飞跃！
拍照效果：这个是苹果处理器的强项，还是拍照很清晰，随便拍一张就是摄影级别，拍照小白也能轻松驾驭。
屏幕音效：屏幕清晰，音效酷炫！！
待机时间：待机时间也是比之前的机型更加持久了！",2022-11-05 09:10,星光色128GB
687,B***a,PLUS会员,5,"外形外观：紫色非常不错。
屏幕音效：显示非常好，音效也非常不错。
拍照效果：拍照能力不用多说，也是非常清楚的。
运行速度：6G运行不得不说非常强，后台开了一天点进去还是原来那个页面。
待机时间：待机非常强一个晚上一个电都没掉。系统岀厂版本不建议去更新。",2022-11-05 09:10,星光色128GB
688,s***d,PLUS会员,5,"外形外观：手感很好特舒服
屏幕音效：屏幕用起来丝滑柔顺
拍照效果：拍照很清晰，超广角很棒
运行速度：速度很快很流畅没有卡顿
待机时间：一天一充就行
其他特色：隔天就收到手机了，速度很快超赞。外包装一如既往的好.手机外观很漂亮，大小合适.拿在手上很有质感。非常满意。已经开始使用了，速度很快，质量很好，值得购买",2022-11-05 09:10,星光色128GB
689,婷***丫,PLUS会员,5,"iPhone14下单很快就拿到手了，手感非常好、拍照分辨率高，色彩鲜艳，运行非常流畅，内存也足够大
拍照效果：色彩好分辨率高
运行速度：非常流畅
外形外观：手感好颜色正",2022-11-05 09:10,星光色128GB
690,杜***b,PLUS会员,5,"外形外观：外观设计非常时尚潮流
屏幕音效：画质细腻光滑、
拍照效果：拍照清晰、秒杀很多旗舰机、
运行速度：运行流畅、不卡顿
待机时间：待机时间很长、电池也很耐用",2022-11-21 19:16,紫色128GB
691,霸***望,PLUS会员,5,"外形外观：14这款紫色属于淡紫，看起来像粉白色，低调优雅，非常喜欢！
屏幕音效：非常好！
拍照效果：没看出来跟原来苹果有多大区别，不过新出的运动模式防抖功能很强大！
运行速度：满血A15的强大还用我多说吗？
待机时间：一般吧，日常使用足够了！",2022-11-21 19:16,紫色128GB
692,u***o,PLUS会员,5,iphone14收到了，买了黑色。超级好看。颜值爆表，外观颜色很漂亮，是我喜欢的颜色，苹果品质真的是非常好。艺术品果然是艺术，13外观和14相似，手感不错，买14看的是系统来的，运行非常的流畅。玩游戏非常好一点都不热，包装很好。A16新片配合ios15系统太棒了。很好很满意,2022-11-21 19:16,紫色128GB
693,赵***杰,PLUS会员,5,"一次性买两个，一个自己用，一个送媳妇！
外形外观：高端大气上档次，低调奢华有内涵
屏幕音效：清晰度高
拍照效果：记录真实瞬间！
运行速度：打游戏一点都不卡",2022-11-21 19:16,紫色128GB
694,u***g,,5,"外形外观：跟13一样非常美观，小巧适合女孩子
屏幕音效：优秀
拍照效果：高清
运行速度：快
待机时间：长",2022-11-21 19:16,紫色128GB
695,l***6,PLUS会员,5,"这款14采用6.10LED超视网膜XDR显示屏，分辨
率2532*1170，最高支持1200nits亮度，支持100%DC-P3色域以及原彩显示。屏幕刷新率依1日为60Hz。搭载A15芯片，6核心CPU,5核心GPU采用全新16核神经网络引擎，适用于各类机器学习任务。拍摄方面，前置采用新的原深感镜头，1.9μm像素，支持自动对焦，即使在低亮度环境下也能实现较快的对焦速度，后置依旧依日采用1200万像素广角/超广角双摄配置，全新的1200万像素主摄像头，传感器更大，单位像素达到1.9μm,F/1.5光圈，传感器位移01S低光捕获提高了49%。夜间模式曝光速度提升两倍，不错，值得推荐！",2022-11-21 19:16,紫色128GB
696,落***t,PLUS会员,5,"外形外观：外观造型非常好看。特别喜欢
屏幕音效：屏幕显示细腻。无色差特别好
拍照效果：拍照真实。不过我主要玩游戏一般不拍照
运行速度：6G运存够用，后台开再多也不怕了，本来想买13考虑14多2G运存应该能比13用的时间长
待机时间：待机也太牛了必须满分。一天一个电不掉。然后又玩了十几分钟才掉电
其他特色：全是好评。就是物流慢了",2022-11-21 19:16,紫色128GB
697,o***h,PLUS会员,5,"外形外观：温柔好看
拍照效果：比12好很多
运行速度：杠杠滴
待机时间：有改善
其他特色：手感好，大小合适",2022-11-21 19:16,紫色128GB
698,時***1,PLUS会员,5,"拍照效果：清晰
续航能力：很好
运行速度：畅快
发货好快，第二天就收到货！迫不及待拆啦，大小尺寸刚好，可以单手操作不累，午夜黑色的
一眼看中，买了好几个壳子。还买了原装 20v的充
电头子，快充1小时就能充满，另外表所客服专业又耐心特别可爱。苹果就是快，用起来就是
爽。关于大家说的用久会发烫确实会，烫了我就停停再
用，高铁上信号没那么好也是真的。不过这都不影响
啦。总之全五星好评。",2022-11-21 19:16,紫色128GB
699,H***3,PLUS会员,5,"外形外观：美观精致 一如既往地好
屏幕音效：惊艳的显示效果
拍照效果：拍照很好 分辨率高 算法精准
运行速度：流畅 软件适配完美 运行无卡顿",2022-11-21 19:16,紫色128GB
700,****6,,5,"外形外观：美观，大气上档次
屏幕音效：清晰
拍照效果：好
运行速度：快
待机时间：长",2022-10-01 10:01,蓝色128GB
701,别***丨,PLUS会员,5,"外形外观：白色永远的经典，耐看，
屏幕音效：很棒
运行速度：流畅的ios系统，
待机时间：一天差不多一冲，
其他特色：满血版的a15，嘎嘎猛",2022-10-01 10:01,蓝色128GB
702,****l,,5,"iPhone14，很好很强大，
外形外观：高端大气上档次
屏幕音效：屏幕细腻
拍照效果：赞的没话说
运行速度：流畅的一批
待机时间：很好的感觉",2022-10-01 10:01,蓝色128GB
703,****3,PLUS会员,5,"外形外观：漂亮
屏幕音效：音质好
拍照效果：非常好
运行速度：非常快
待机时间：很长
其他特色：很赞完美无瑕疵",2022-10-01 10:01,蓝色128GB
704,J***o,PLUS会员,5,"外形外观：很好，白色真的很好看
屏幕音效：OLED 屏幕看起来很舒服
拍照效果：很好
运行速度：满血的A15处理器，完美
待机时间：很持久",2022-10-01 10:01,蓝色128GB
705,****7,PLUS会员,5,"外形外观：很小巧，是我喜欢的大小
拍照效果：我可太喜欢苹果的拍照效果了，无敌好看
运行速度：很好，冲冲冲
待机时间：冲冲冲冲冲冲",2022-10-01 10:01,蓝色128GB
706,凌***沁,,5,"1.系统很流畅，懂的都懂。
2.拍照很好，很真实，很好看，苹果的算法很牛啊。
3.喇叭立体声，音质非常好，真的甩安卓几条街。
4.屏幕很清晰，可以调的亮度很高。
5.苹果自带的浏览器非常好用，追剧神器，很多自带的软件很好玩。
6.苹果14重量很轻，就只有171克，装个克也就180多克，比动不动就200多克的手机好多了。拿在手里很轻巧，不压手，手感很好。
7。苹果的面容ID和siri语音助手很好用，14那个戴口罩面容解锁非常nice。",2022-10-01 10:01,蓝色128GB
707,十***n,,5,"很棒
外形外观：满意
屏幕音效：无敌 空间立体影评
拍照效果：效果很好 特别是自拍
运行速度：真的超级快 系统非常丝滑丝毫不卡顿",2022-10-01 10:01,蓝色128GB
708,D***0,PLUS会员,5,"外形外观：外观中规中矩，还行。
屏幕音效：屏幕显示得舒服，看着不错，白天亮度也很足。
拍照效果：拍照有提升。
运行速度：满血的A15杠杠的。",2022-10-01 10:01,蓝色128GB
709,****2,PLUS会员,5,"外形外观：外观颜值：外观很漂亮 材质手感：手感很好 容量空间：空间很大 做。
屏幕音效：很清晰
拍照效果：夜景拍照很好",2022-10-01 10:01,蓝色128GB
710,S***n,,5,"物流快捷、包装严密，实物与描述一致
外形外观：简约大气
屏幕音效：好
拍照效果：清晰
运行速度：正常
待机时间：长",2022-10-28 23:24,蓝色256GB
711,T***N,PLUS会员,5,"外形外观：很漂亮，很喜欢
拍照效果：拍照效果很好，很满意
运行速度：屏幕刷新率虽然不高，但是系统流畅
待机时间：续航时间有增加",2022-10-28 23:24,蓝色256GB
712,l***a,PLUS会员,5,"外形外观：大小刚刚好，可以一个手操作。
屏幕音效：音效效率很好，音量够大。
拍照效果：防抖效果好。拍照清楚。
运行速度：运行很流畅。",2022-10-28 23:24,蓝色256GB
713,捕***长,PLUS会员,5,"外形外观：外观漂亮 适合年轻人使用，
屏幕音效：效果不错 很出色，
拍照效果：效果很好 打游戏非常流畅
运行速度：速度很快，流畅",2022-10-28 23:24,蓝色256GB
714,放***8,PLUS会员,5,"外形外观:外形非常好看，经典的方形块还是不错的，考虑到它的外形还有颜色都很喜欢用起来也很流畅选择
了256G的，应该够用了。B屏幕音效:钢化磨合手机壳
一起到的直接用局必须给京东赞拍照效果:拍照效果比
之前更清晰了，颜@彩更饱和了，新片加强了，价格还
是很优惠的。B运行速度:苹果系统依然是很流畅的运行速度不用担心一切完美。",2022-10-28 23:24,蓝色256GB
715,云***6,PLUS会员,5,"手机很好看 没瑕疵 未激活的正品 很好很划算
外形外观：紫色淡雅
屏幕音效：原彩显示
运行速度：6G运行现在和4G没区别 但是肯定支持更久的系统更新
拍照效果：和光相引擎不错",2022-10-28 23:24,蓝色256GB
716,F***h,PLUS会员,5,"双11每年都是更新换代家人手机的时候，价格给力，换机周期很好，这下家里6s的末尾也淘汰了，看了很久，还是双十一活动优惠力度大！
外形外观：好看，握持手感不错！
屏幕音效：屏幕音效完美！
拍照效果：优化做得很好！
运行速度：流畅完美，打游戏不卡！",2022-10-28 23:24,蓝色256GB
717,酷***1,PLUS会员,5,"外形外观：外观好。
屏幕音效：效果没得说。
拍照效果：拍照相当不错。
运行速度：iPhone运行速度没得说，流畅度杠杠的。
待机时间：本人使用习惯一天吧。
其他特色：总体来说还是喜欢的，包装不错，快递员很贴心用胶带粘在一起",2022-10-28 23:24,蓝色256GB
718,****d,PLUS会员,5,午夜黑也就是黑色，外观简洁大气。屏幕音效：屏幕显示很清晰，不输国产旗舰，双立体音质也好，声音响亮，拍照效果很好，很愿意带着iPhone 14出门拍照的，拍人效果不错，拍风景曝光、色彩控制成熟,2022-10-28 23:24,蓝色256GB
719,学***梦,PLUS会员,5,新款的手机非常多的功能，先说下屏幕吧，就是一眼看过去精细度、色温、色准都很不错，屏幕亮度不错，太阳下看屏幕也很舒服。再就是音效，杜比音效是自动的，低音效果需要开大音量才能体现出来。苹果的系统也是很强大的，iOS系统流畅性和稳定性。120hz的屏幕，日常屏幕操作跟应用和桌面的切换顺滑。系统稳定性十分好，一直喜欢用苹果的手机。还有就是摄像头了，新增了不少摄像模式，比如夜晚的拍照非常好，对环境的辨识度非常高。A15处理器有不少的省电提升，还有对5G网络的优化。充电速度也是很快的，刚用的20W快充技术加持，电池待机效果明显的提升。,2022-10-28 23:24,蓝色256GB
720,李***1,PLUS会员,5,"最新款的手机确实不错
外形外观：干净整洁
屏幕音效：比老款的好太多了
拍照效果：清晰还原度高
运行速度：最新的内存cpu
待机时间：用了几天确实不错
其他特色：最喜欢这个颜色了",2022-10-24 01:12,午夜色128GB
721,u***q,,5,"很好用 好好看！拍照也很清晰哦！！
外形外观：好看
拍照效果：广角很棒
运行速度：很流畅
待机时间：一整天",2022-10-24 01:12,午夜色128GB
722,w***U,,5,"外形外观：很好看的
屏幕音效：贼满意
拍照效果：非常好
运行速度：流畅
待机时间：挺长的
其他特色：很喜欢",2022-10-24 01:12,午夜色128GB
723,坂***川,PLUS会员,5,用了一段时间体验感很不错，流畅，拍照效果也有提升，曝光更亮了，晚上拍照也很清楚，大小也适合，拿在手里正好使用，续航的话看自己的使用时间，不常用一天充一回,2022-10-24 01:12,午夜色128GB
724,鱼***嘎,PLUS会员,5,"紫色真的很适合女生，颜值很高。买最新款是没有错的，14独有紫。
外形外观：很高
拍照效果：没得弹
运行速度：超快
屏幕音效：不仅清晰还舒适",2022-10-24 01:12,午夜色128GB
725,小***咯,PLUS会员,5,"外形外观：简单大方
屏幕音效：杜比音效这个音效杠杠的
拍照效果：超级超级无敌的清晰，比别的手机强很多
运行速度：很快的呀！一点也不卡顿
待机时间：差不多一天时间吧
其他特色：反正值得你拥有！一款值得入手的手机。",2022-10-24 01:12,午夜色128GB
726,C***青,PLUS会员,5,"外形外观：不错的，外观造型漂亮
屏幕音效：声音也可以。
拍照效果：漂亮
运行速度：运行速度非常快
待机时间：可以坚持一天
其他特色：精美绝伦
希望下一代有更好的突破创新。",2022-10-24 01:12,午夜色128GB
727,****e,,5,"手感很棒，
拍照效果：非常好
运行速度：一般
待机时间：一般般
屏幕音效：很好
外形外观：设计风格很好",2022-10-24 01:12,午夜色128GB
728,r***2,PLUS会员,5,"外形外观：外形尺寸和13基本一致，但是配置和13pro是一样的。
屏幕音效：屏幕效果很出色，色彩显示准确，看着很舒服。
拍照效果：拍照效果不错，
运行速度：运行速度很快。从se2换上来的。感觉纵享丝滑了。优惠了750价格，真心香。。",2022-10-24 01:12,午夜色128GB
729,硬***呸,PLUS会员,5,"手感真的很棒哈。颜值不用说，上手特别舒服，很满意外形外观非常漂亮，音效很棒，拍照效果特别清楚，运行速度也很快。紫色绝美啊，真的是非常艳丽又耐看的一款颜色。iPhone 非常棒，拍照效果一流，像是自带了思康尼一样，随随便便都是一个大片。体验感真的很不错，后盖玻璃的手感很好，搭配最新的仿生芯片，使用流畅，再次
表扬苹果紫色，真的太好看了。",2022-10-24 01:12,午夜色128GB
730,****o,PLUS会员,5,"外形外观：靓丽的外观，
屏幕音效：非常棒
拍照效果：清新，喜欢
运行速度：好用好用，还是喜欢苹果手机，别的系统真心用不习惯，这已经是第N台啦",2022-11-04 10:47,星光色128GB
731,W***y,,5,"外形外观：拿到手里很舒服，重量轻的有点出乎意料。
屏幕音效：屏幕我没有啥要求，但是音效很好。
运行速度：速度很快，比我的老苹果快了好多。
待机时间：续航估计也是费劲，这事苹果手机的老毛病了。",2022-11-04 10:47,星光色128GB
732,a***东,PLUS会员,5,"外形外观：外观跟13差不多，感觉没啥变化
屏幕音效：音效很好，一直都很棒
拍照效果：拍照效果跟13一样，好像pro像素增加了，14没变
运行速度：速度很快，运行起来非常好，
待机时间：待机还是老样子，
其他特色：这次手机盒子好像跟以前不一样，其他没啥亮点",2022-11-04 10:47,星光色128GB
733,肚***子,PLUS会员,5,"外形外观：手感很好，不轻不重
拍照效果：很真实的感觉
运行速度：没得说，确实很流畅
屏幕音效：屏幕的色彩也很好",2022-11-04 10:47,星光色128GB
734,****r,,5,"外形外观：美观好看，手感没得说，是我要的质感
屏幕音效：音效不错，音质很清晰
照效果：很强大，清晰，使用很流畅，拍出效果很好",2022-11-04 10:47,星光色128GB
735,S***y,,5,"手机很棒，好喜欢?
拍照效果：清晰，适合扫街，拍人
运行速度：快
外形外观：好看
屏幕音效：挺好
待机时间：一天一充",2022-11-04 10:47,星光色128GB
736,z***z,PLUS会员,5,"外形外观：还是经典，白色很百搭，我喜欢的颜色，
拍照效果：拍照效果很好
运行速度：速度快，很少卡顿
待机时间：待机时间一般吧，能满足我一天的需要",2022-11-04 10:47,星光色128GB
737,****e,PLUS会员,5,"外形外观：苹果的造型简洁，老人选的蓝色，漂亮满意
屏幕音效：一流，oled屏清晰还不太伤眼。
拍照效果：个人觉得还原比国产的更真实一点
运行速度：这个目前没人能超越，原因大家都懂的
待机时间：正常用，一天一充",2022-11-04 10:47,星光色128GB
738,良***c,,5,"手感很好，这个蓝色很时尚青春，应该属于天蓝色。小屏的手感太好了，之前用xs max感觉很重。
主要是喜欢颜色，小屏。 至于内存，自己有三台手机，所以这个128就够了，而且现在自拍很少。哈哈",2022-11-04 10:47,星光色128GB
739,****w,PLUS会员,5,"续航能力：很好
运行速度：畅快
拍照效果：清晰
蓝色的真心好看，男女都合适，原封正版机，苹果的速度母庸置疑，拍照清晰色彩自然，总体很满意",2022-11-04 10:47,星光色128GB
